citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;quality;taste
0.28;1.1;0.038;30.0;110.0;0.9917;3.12;0.42;10.5;6;703
0.26;1.4;0.044;46.0;89.0;0.99256;3.39;0.48;10.7;7;2353
0.54;1.4;0.157;34.0;132.0;0.99449;3.11;0.53;9.0;6;2257
0.39;14.5;0.051;48.0;156.0;0.99947;3.35;0.78;9.1;5;3429
0.31;4.8;0.034;34.0;132.0;0.9944;3.36;0.48;9.6;7;473
0.38;2.9;0.038;19.0;102.0;0.9912;3.17;0.35;11.0;7;21
0.3;6.6;0.025;15.0;138.0;0.99126;3.18;0.46;12.6;6;2752
0.27;2.6;0.024;20.0;105.0;0.9906;3.4;0.67;12.2;7;885
0.27;1.5;0.04;19.0;114.0;0.99295;3.36;0.62;10.5;6;2448
0.32;1.6;0.037;23.0;124.0;0.9919;2.93;0.33;11.0;6;917
0.61;11.8;0.041;66.0;188.0;0.99794;3.0;0.54;9.3;5;3625
0.12;1.8;0.05;11.0;76.0;0.99268;3.42;0.48;10.4;4;3662
0.42;8.5;0.048;10.0;147.0;0.9974;3.32;0.46;9.5;6;2239
0.31;13.1;0.05;26.0;180.0;0.99884;3.05;0.53;9.1;6;3711
0.34;7.4;0.059;36.0;174.0;0.9963;3.46;0.62;11.1;7;1265
0.34;8.9;0.043;31.0;172.0;0.9964;3.22;0.6;9.2;5;483
0.24;9.9;0.058;25.0;115.0;0.99567;3.15;0.46;10.9;5;4254
0.29;4.9;0.021;38.0;113.0;0.99026;3.08;0.48;13.0;7;2963
0.36;1.0;0.034;17.0;93.0;0.9906;3.04;0.32;11.7;8;1219
0.4;1.1;0.042;9.0;60.0;0.9915;2.89;0.5;10.6;5;277
0.33;1.6;0.043;63.0;149.0;0.9925;3.44;0.52;10.8;5;988
0.32;1.6;0.053;47.0;150.0;0.9948;3.29;0.76;9.6;6;2084
0.72;17.55;0.042;62.0;233.0;0.9999;2.92;0.68;9.4;4;1245
0.28;4.4;0.029;14.0;107.0;0.99347;3.24;0.46;10.4;8;2382
0.29;2.7;0.038;26.0;107.0;0.9912;3.32;0.41;11.6;7;571
0.24;14.2;0.053;19.0;94.0;0.9982;3.17;0.5;9.6;5;1435
0.18;1.3;0.046;9.0;62.0;0.994;3.38;0.47;10.1;4;993
0.32;8.6;0.046;47.0;159.0;0.99452;3.08;0.52;10.5;6;3331
0.28;1.8;0.042;62.0;178.0;0.99204;3.15;0.42;10.2;5;3326
0.22;10.7;0.042;26.0;81.0;0.9954;2.86;0.36;9.7;6;585
0.44;7.1;0.048;49.0;179.0;0.99528;3.15;0.48;9.2;5;3535
0.3;4.7;0.029;34.0;148.0;0.99165;3.36;0.49;12.3;7;2514
0.39;0.9;0.042;15.0;61.0;0.9924;2.96;0.28;10.4;4;1349
0.06;2.7;0.052;30.0;79.0;0.9932;3.32;0.43;9.3;5;1007
0.5;10.7;0.047;57.0;206.0;0.9968;3.08;0.6;9.4;5;674
0.17;8.8;0.08;50.0;212.0;0.99803;3.47;0.66;9.4;4;2412
0.25;1.1;0.035;26.0;81.0;0.9902;3.31;0.52;11.4;6;2903
0.24;14.0;0.048;24.0;113.0;0.9982;3.44;0.53;9.8;6;447
0.28;1.1;0.034;47.0;90.0;0.98862;3.22;0.38;12.6;6;3351
0.33;0.9;0.041;20.0;117.0;0.99048;3.21;0.5;11.4;5;3626
0.15;2.1;0.026;29.0;130.0;0.98953;3.39;0.77;13.4;8;3764
0.34;4.7;0.04;43.0;161.0;0.9935;3.2;0.59;10.6;6;359
0.28;4.9;0.042;51.0;180.0;0.9952;3.3;0.75;9.5;6;2064
0.25;11.2;0.048;32.0;136.0;0.99663;3.14;0.4;9.5;5;4363
0.25;18.8;0.085;19.0;111.0;1.00044;3.1;0.51;8.7;5;3678
0.3;1.5;0.05;7.0;175.0;0.9951;3.11;0.45;9.7;4;1690
0.26;2.0;0.019;23.5;72.0;0.99041;3.16;0.47;11.8;6;4243
0.24;1.8;0.025;32.0;102.0;0.9903;3.34;0.59;12.8;6;1548
0.34;1.1;0.046;25.0;80.0;0.992;3.25;0.4;11.3;6;1247
0.58;16.65;0.049;48.0;181.0;1.0006;3.2;0.62;9.1;6;1985
0.38;1.6;0.066;34.0;182.0;0.9968;3.23;0.38;8.5;3;294
0.49;4.8;0.034;36.0;158.0;0.9945;3.12;0.45;9.9;6;1547
0.46;1.4;0.064;37.0;160.0;0.9924;3.37;0.45;11.1;5;2012
0.27;2.1;0.036;42.0;121.0;0.9926;3.42;0.49;10.8;7;588
0.34;1.4;0.049;36.0;112.0;0.99091;3.02;0.5;11.0;6;3329
0.36;2.1;0.034;19.0;125.0;0.99166;2.96;0.98;12.7;6;2403
0.39;1.4;0.036;15.0;115.0;0.9918;3.27;0.72;11.7;5;2129
0.39;11.1;0.034;25.0;204.0;0.99616;3.05;0.52;10.0;6;4302
0.26;7.3;0.047;30.0;220.0;0.99622;3.38;0.58;10.1;6;2410
0.31;6.5;0.029;53.0;160.0;0.99276;3.03;0.38;10.9;6;2719
0.28;8.7;0.045;37.0;222.0;0.9954;3.25;0.54;10.4;6;425
0.3;12.8;0.062;19.0;171.0;0.99808;3.0;0.52;9.0;7;2582
0.52;1.7;0.029;5.0;61.0;0.9918;3.07;0.43;10.4;5;1054
0.23;10.6;0.034;23.0;111.0;0.99274;3.46;0.28;11.5;7;3830
0.4;3.3;0.054;29.0;147.0;0.99482;3.42;0.52;9.1;5;4810
0.71;12.2;0.046;22.0;160.0;0.9982;2.98;0.65;9.4;5;556
0.2;16.0;0.044;41.0;113.0;0.99862;3.22;0.46;8.9;6;4274
0.34;6.4;0.042;16.0;111.0;0.99278;2.99;0.4;10.8;6;3803
0.38;1.4;0.047;30.0;95.0;0.99158;3.22;0.52;11.5;7;4621
0.1;1.4;0.049;29.0;118.0;0.9936;3.21;0.41;9.5;5;2469
0.12;4.7;0.06;33.0;196.0;0.99556;3.22;0.48;8.9;5;4619
0.31;4.7;0.038;3.0;127.0;0.99186;2.9;0.72;12.1;5;3995
0.4;14.75;0.042;44.5;129.5;0.9998;3.36;0.41;9.1;7;1193
0.31;6.0;0.046;29.0;108.0;0.9939;3.26;0.5;10.8;6;1716
0.29;2.8;0.025;37.0;107.0;0.99159;3.31;0.63;11.3;7;2604
0.29;3.1;0.044;39.0;122.0;0.99143;3.0;0.6;11.3;6;4010
0.31;1.2;0.034;53.0;138.0;0.99084;3.38;0.35;11.5;7;2828
0.42;6.4;0.057;25.0;148.0;0.9955;3.16;0.45;9.6;5;1704
0.32;1.3;0.036;19.0;76.0;0.98964;3.18;0.41;12.3;6;2863
0.21;2.9;0.026;48.0;126.0;0.99089;3.22;0.38;11.3;7;2618
0.42;2.0;0.047;16.0;104.0;0.99517;3.09;0.66;10.0;4;2400
0.64;13.2;0.056;12.0;105.0;0.9972;3.05;0.39;9.2;5;2139
0.24;3.3;0.034;29.0;99.0;0.99031;3.1;0.4;12.3;7;3239
0.29;5.8;0.025;26.0;74.0;0.9929;3.28;0.53;11.0;6;2383
0.25;2.5;0.142;8.0;111.0;0.9927;3.0;0.44;9.9;4;3218
0.24;7.2;0.047;41.0;151.0;0.99604;3.11;0.6;9.2;5;3614
0.41;1.7;0.026;29.0;140.0;0.991;3.02;0.78;12.5;6;1285
0.54;5.7;0.035;54.0;155.0;0.98976;3.27;0.34;12.9;8;3664
0.43;1.6;0.041;29.0;114.0;0.99014;3.23;0.44;12.6;6;3707
0.26;1.7;0.041;31.0;110.0;0.99142;3.2;0.53;11.0;6;4382
0.31;1.5;0.049;48.0;153.0;0.9942;3.12;0.58;9.4;6;2087
0.4;1.3;0.036;24.0;112.0;0.9932;3.14;0.76;10.0;5;1889
0.3;6.95;0.044;42.0;179.0;0.9946;3.25;0.56;10.6;6;3384
0.49;6.4;0.042;49.0;161.0;0.9945;3.34;0.44;10.4;6;1591
0.39;6.2;0.039;46.0;163.0;0.9928;3.21;0.35;12.2;7;1346
0.35;3.2;0.034;21.0;107.0;0.99195;3.11;0.54;11.1;6;4345
0.23;2.4;0.087;19.0;115.0;0.9948;2.77;0.44;9.4;6;2162
0.25;17.75;0.047;25.0;218.0;1.00016;2.98;0.66;9.1;5;2396
0.15;9.7;0.048;101.0;207.0;0.99571;3.05;0.3;9.1;5;3520
0.26;13.5;0.06;50.0;156.0;0.99784;3.39;0.46;9.9;6;2271
0.16;7.9;0.044;48.0;197.0;0.99512;3.21;0.36;9.4;5;4404
0.39;1.9;0.036;41.0;98.0;0.99;3.19;0.43;11.9;7;3111
0.37;8.4;0.031;70.0;170.0;0.9934;3.42;0.4;11.7;8;1137
0.32;5.0;0.016;31.0;101.0;0.99186;2.99;0.39;11.0;6;3760
0.35;17.5;0.039;38.0;153.0;0.9994;3.24;0.42;9.0;6;972
0.26;7.3;0.05;37.0;157.0;0.99625;3.09;0.43;9.0;5;795
0.35;11.7;0.029;3.0;46.0;0.99439;3.02;0.34;11.8;6;3020
0.3;6.1;0.037;31.0;120.0;0.9939;3.24;0.51;10.8;5;1711
0.49;11.3;0.046;87.0;221.0;0.9984;3.01;0.43;9.2;5;3387
0.23;5.4;0.051;25.0;149.0;0.9934;3.24;0.35;10.0;5;36
0.27;1.6;0.046;32.0;113.0;0.9924;3.41;0.51;10.5;7;453
0.05;0.8;0.038;11.0;30.0;0.9924;3.36;0.35;9.2;5;913
0.34;1.0;0.068;32.0;143.0;0.99138;3.24;0.4;10.1;5;3941
0.37;6.9;0.02;14.0;93.0;0.9939;3.0;0.48;10.7;7;1199
0.56;13.8;0.048;55.0;190.0;0.9993;3.07;0.58;9.4;6;1274
0.29;4.9;0.036;41.0;150.0;0.99168;3.38;0.43;12.2;6;2375
0.32;1.2;0.053;38.0;138.0;0.9906;3.13;0.28;11.2;6;37
0.38;1.8;0.046;14.0;114.0;0.9925;3.32;0.9;11.7;6;974
0.42;5.3;0.037;36.0;123.0;0.99321;3.14;0.52;10.9;6;3195
0.34;4.2;0.026;21.0;77.0;0.9907;3.41;0.45;11.9;6;983
0.24;2.3;0.034;25.0;133.0;0.9906;3.34;0.59;12.0;7;4575
0.26;1.5;0.03;25.0;101.0;0.98894;3.03;0.41;12.1;6;3930
0.74;1.0;0.044;18.0;132.0;0.992;3.13;0.55;10.2;5;1418
0.32;1.2;0.052;32.0;185.0;0.99266;3.28;0.44;10.1;5;4083
0.74;1.8;0.033;33.0;156.0;0.991;3.29;0.52;12.8;6;1560
0.39;17.95;0.057;45.0;149.0;0.9999;3.21;0.36;8.6;5;39
0.49;0.9;0.033;17.0;51.0;0.9932;3.3;0.7;9.4;6;1486
0.29;6.8;0.051;40.0;143.0;0.99374;3.43;0.59;11.0;6;3749
0.48;9.85;0.034;5.0;110.0;0.9958;2.87;0.29;10.0;5;169
0.41;1.1;0.04;38.0;143.0;0.9907;2.92;0.42;11.4;5;1355
0.25;20.2;0.083;35.0;157.0;0.99976;3.17;0.5;9.1;5;2785
0.25;10.7;0.046;66.0;179.0;0.99606;3.17;0.55;9.9;6;3509
0.41;10.8;0.048;55.0;149.0;0.9937;3.09;0.59;10.9666666666667;7;4655
0.26;7.2;0.048;52.0;207.0;0.99587;3.12;0.37;9.2;5;3867
0.25;9.5;0.03;15.0;136.0;0.99367;3.1;0.44;12.1;6;2682
0.2;7.3;0.04;42.0;145.0;0.99442;3.15;0.48;9.8;5;4613
0.24;17.8;0.047;42.0;111.0;0.99896;3.1;0.45;8.9;6;3888
0.49;7.0;0.043;29.0;149.0;0.9952;3.21;0.33;10.0;5;1640
0.33;1.5;0.033;16.0;98.0;0.994;3.14;0.42;9.7;6;1290
0.32;8.5;0.044;36.0;152.0;0.9932;3.38;0.35;12.0;7;1380
0.65;8.3;0.083;27.0;182.0;0.9964;3.0;0.35;9.2;5;1933
0.26;6.0;0.034;42.0;134.0;0.9912;3.38;0.38;12.3;7;579
0.29;11.9;0.052;51.0;149.0;0.99544;3.02;0.58;10.4;6;4140
0.46;1.0;0.023;6.0;80.0;0.98865;3.15;0.54;12.9;6;3160
0.41;2.3;0.034;22.0;145.0;0.9951;3.06;0.52;11.0;6;2030
0.3;1.0;0.036;38.0;114.0;0.9928;3.58;0.48;9.4;5;892
0.3;8.8;0.045;28.0;131.0;0.9953;3.12;0.59;9.9;5;3816
0.0;1.4;0.042;7.0;55.0;0.99135;3.37;0.38;11.2;4;780
0.04;1.4;0.036;43.0;119.0;0.9894;3.36;0.33;12.1;8;159
0.4;6.9;0.05;30.0;97.0;0.9951;3.26;0.44;10.1;6;2
0.53;12.7;0.047;60.5;164.5;0.9984;3.06;0.45;9.1;6;4529
0.46;1.3;0.044;48.0;111.0;0.99127;2.97;0.45;11.1;5;3216
0.31;10.7;0.038;59.0;186.0;0.9969;3.12;0.55;9.5;6;2109
0.24;1.8;0.03;30.0;105.0;0.9909;3.31;0.47;11.5;6;849
0.28;9.1;0.047;29.0;95.0;0.99532;3.16;0.47;9.8;7;2737
0.79;11.95;0.04;51.0;159.0;0.99839;2.98;0.44;8.7;5;2466
0.29;8.6;0.053;65.0;146.0;0.9963;3.11;0.32;9.8;6;3527
0.01;2.7;0.034;56.0;122.0;0.9906;3.15;0.3;11.9;5;1596
0.35;14.0;0.069;42.0;163.0;0.999;3.56;0.47;9.8;5;1776
0.3;2.1;0.049;21.0;153.0;0.9953;3.09;0.5;9.6;6;1913
0.48;19.45;0.048;55.0;243.0;1.001;2.95;0.4;8.8;5;1043
0.22;4.1;0.036;35.0;131.0;0.9902;3.26;0.55;13.0;7;4622
0.49;1.0;0.028;6.0;24.0;0.9926;2.91;0.32;9.9;5;1544
0.31;1.5;0.041;34.0;121.0;0.99092;3.06;0.46;10.5;6;2736
0.21;6.55;0.026;33.0;143.0;0.99244;2.92;0.35;11.1;5;3580
0.17;5.1;0.049;26.0;82.0;0.993;3.0;0.38;9.8;6;4527
0.35;1.0;0.045;39.0;108.0;0.9911;3.31;0.35;10.9;6;53
0.32;1.4;0.037;27.0;126.0;0.9918;3.19;0.62;12.0;5;1796
0.26;1.3;0.041;20.0;71.0;0.9926;3.04;0.74;9.9;6;1911
0.2;2.2;0.049;18.0;134.0;0.99378;3.21;0.68;10.0;5;2306
0.42;1.1;0.043;63.0;146.0;0.99066;3.13;0.72;11.2;7;2553
0.51;8.0;0.047;61.0;189.0;0.99604;3.22;0.49;9.2;5;2800
0.33;2.1;0.042;31.0;127.0;0.98964;3.32;0.42;12.5;6;3946
0.48;15.8;0.052;25.0;94.0;0.99782;3.07;0.45;9.2;6;4008
0.42;5.1;0.036;7.0;77.0;0.9939;3.16;0.52;11.7;5;824
0.36;1.2;0.035;43.0;126.0;0.99094;3.01;0.63;11.4;6;4641
0.35;4.3;0.051;23.0;98.0;0.99422;3.1;0.44;9.5;6;3178
0.3;5.0;0.028;34.0;120.0;0.99242;2.94;0.47;11.2;5;3401
0.4;0.9;0.037;73.0;180.0;0.9926;3.06;0.34;10.0;6;1389
0.19;19.4;0.031;28.0;106.0;0.99704;2.97;0.4;10.55;6;4778
0.29;12.2;0.035;38.0;236.0;0.9976;3.35;0.52;9.8;6;884
0.3;1.2;0.029;25.0;93.0;0.98742;3.31;0.4;13.6;7;3673
0.49;4.9;0.04;44.0;118.0;0.9935;3.34;0.38;9.5;7;1607
0.49;3.8;0.047;37.0;136.0;0.9938;2.95;0.4;9.4;6;1594
0.57;1.1;0.13;58.0;140.0;0.9927;3.12;0.39;9.3;7;771
0.39;7.8;0.038;61.0;219.0;0.9959;3.19;0.5;9.4;5;2611
0.23;2.0;0.068;28.0;138.0;0.99382;3.11;0.62;9.8;5;3721
0.32;6.2;0.053;10.0;94.0;0.99537;3.35;0.47;10.1;5;2273
0.27;7.3;0.031;41.0;144.0;0.9932;3.15;0.38;11.8;7;1868
0.69;10.2;0.041;58.0;160.0;0.9977;3.06;0.45;8.6;5;1085
0.42;1.1;0.062;35.0;100.0;0.99318;3.04;0.4;9.2;5;4021
0.2;1.4;0.036;25.0;83.0;0.99088;3.03;0.46;11.7;6;3488
0.48;2.3;0.04;28.0;114.0;0.9911;3.2;0.52;12.8;7;1325
0.3;8.2;0.026;35.0;112.0;0.99144;3.0;0.37;12.3;6;3390
0.49;1.2;0.051;11.0;137.0;0.9918;3.06;0.46;11.0;6;1463
0.26;13.2;0.046;57.0;205.0;0.9975;3.17;0.41;9.6;5;806
0.48;8.8;0.056;35.0;167.0;0.99628;3.04;0.47;9.4;5;3605
0.43;7.0;0.047;18.0;87.0;0.99628;3.23;0.64;10.6;5;3849
0.32;3.7;0.017;32.0;99.0;0.99348;3.12;0.44;10.0;6;3639
0.36;13.1;0.056;72.0;163.0;1.0;3.42;0.35;9.1;6;2108
0.47;1.4;0.049;50.0;187.0;0.9927;3.19;0.45;9.5;5;4155
0.29;3.9;0.041;22.0;79.0;0.99005;3.1;0.59;12.0666666666667;6;4854
0.38;6.1;0.067;20.0;90.0;0.99496;3.17;0.79;9.7;5;2234
0.44;12.4;0.043;52.0;154.0;0.99452;3.04;0.33;12.0;6;3211
0.25;4.0;0.023;23.0;112.0;0.9923;3.37;0.51;11.6;6;963
0.3;2.1;0.031;50.0;163.0;0.9895;3.39;0.43;12.7;7;3415
0.24;12.6;0.044;48.0;118.0;0.99726;3.04;0.56;10.0;7;3621
0.27;18.2;0.048;52.0;168.0;0.9993;3.35;0.44;9.4;5;398
0.2;16.0;0.065;61.0;186.0;0.99884;3.13;0.45;8.6;5;2632
0.35;10.2;0.043;40.0;106.0;0.99632;3.16;0.5;9.7;6;4754
0.36;0.8;0.034;32.0;111.0;0.98942;3.11;0.5;12.1;8;2996
0.26;3.6;0.037;18.0;115.0;0.9904;3.42;0.5;12.6;6;704
0.1;1.1;0.048;19.0;84.0;0.9927;3.21;0.38;9.8;5;431
0.42;19.8;0.066;53.0;195.0;1.0;2.96;0.44;9.1;5;292
0.3;13.0;0.047;69.0;160.0;0.99705;3.16;0.5;9.6;6;4769
0.37;1.1;0.04;37.0;114.0;0.9905;3.0;0.39;10.9;6;145
0.22;1.4;0.041;40.0;177.0;0.99287;3.14;0.48;9.9;5;4036
0.33;12.7;0.049;50.0;183.0;0.9987;3.41;0.4;9.8;5;2033
0.22;5.6;0.047;45.0;147.0;0.99383;3.09;0.54;10.0;5;4126
0.32;6.3;0.03;34.0;129.0;0.9946;3.52;0.41;10.4;5;1165
0.27;15.5;0.036;31.0;134.0;0.99408;3.19;0.44;13.0;7;3500
0.38;11.1;0.034;15.0;123.0;0.9997;2.93;0.55;9.7;3;2050
0.37;3.2;0.021;20.0;80.0;0.99076;3.39;0.47;12.0;5;2624
0.36;15.7;0.045;68.0;183.0;0.99922;3.25;0.76;9.4;5;4293
0.35;1.5;0.049;49.0;141.0;0.9934;3.43;0.85;10.2;7;339
0.28;14.7;0.051;29.0;149.0;0.99792;2.96;0.39;9.0;7;3745
0.2;5.3;0.117;57.0;181.0;0.99459;3.24;0.43;9.5;6;3628
0.3;14.9;0.051;33.0;118.0;0.99835;3.04;0.54;9.0;6;2973
0.4;19.45;0.043;36.0;156.0;0.9996;2.93;0.47;8.9;5;265
0.18;7.7;0.096;28.0;210.0;0.99771;3.56;0.72;9.2;5;2424
0.65;1.4;0.046;28.0;157.0;0.9946;3.33;0.62;9.4;6;1262
0.26;1.4;0.041;40.0;141.0;0.9941;3.34;0.72;9.5;6;1771
0.28;1.4;0.046;22.0;90.0;0.99038;3.18;0.51;11.7;7;3511
0.07;7.0;0.044;33.0;147.0;0.9944;3.33;0.58;9.7;5;271
0.34;1.0;0.022;22.0;94.0;0.9912;3.23;0.57;11.1;6;696
0.4;7.6;0.024;56.0;177.0;0.9928;3.04;0.32;11.5;6;747
0.56;11.2;0.043;40.0;142.0;0.9975;3.14;0.46;8.7;5;244
0.35;7.7;0.031;36.0;135.0;0.9938;3.19;0.37;10.5;5;317
0.36;1.1;0.028;42.0;105.0;0.9893;2.99;0.39;12.4;7;476
0.2;1.4;0.024;29.0;101.0;0.9916;3.24;0.54;10.8;6;2032
0.32;0.9;0.041;25.0;79.0;0.9926;3.39;0.54;10.2;7;957
0.3;8.0;0.028;33.0;122.0;0.99164;3.13;0.63;12.6;7;3684
0.32;16.5;0.045;44.0;166.0;1.0;3.38;0.46;9.5;6;813
0.32;12.5;0.035;18.0;156.0;0.99666;2.88;0.36;9.0;6;4687
0.3;3.5;0.033;27.0;135.0;0.9906;3.0;0.37;12.0;6;1914
0.29;2.8;0.044;27.0;97.0;0.9904;3.12;0.42;11.2;6;4513
0.19;1.1;0.064;36.0;191.0;0.99297;3.05;0.5;9.5;6;3487
0.38;6.8;0.045;29.0;122.0;0.9925;3.19;0.37;12.6;7;1297
0.3;8.7;0.036;47.0;127.0;0.99368;3.18;0.39;10.6;5;3892
0.22;10.2;0.049;57.0;191.0;0.9966;3.08;0.4;9.3;6;1804
0.4;1.2;0.051;55.0;136.0;0.9932;3.3;0.96;9.8;7;758
0.28;4.6;0.053;40.0;199.0;0.9964;3.72;0.7;10.0;4;250
0.33;2.6;0.053;11.0;71.0;0.99402;2.89;0.49;9.5;5;2461
0.22;1.4;0.04;41.0;149.0;0.9933;3.49;0.58;10.0;6;545
0.42;1.1;0.036;19.0;113.0;0.98871;3.1;0.46;12.6;7;3241
0.31;3.8;0.021;40.0;142.0;0.99215;3.17;0.39;10.8;7;738
0.27;2.1;0.035;16.0;100.0;0.9917;3.4;0.71;11.5;7;310
0.25;6.65;0.032;30.0;138.0;0.99244;2.9;0.37;11.1;5;3648
0.3;8.7;0.022;14.0;111.0;0.99576;3.11;0.61;10.6;5;2941
0.34;4.0;0.047;24.0;128.0;0.9944;3.2;0.52;9.7;6;1131
0.49;6.6;0.036;49.0;172.0;0.9932;3.2;0.27;11.5;6;1449
0.5;1.0;0.127;63.0;178.0;0.99212;3.1;0.45;9.7;5;4820
0.38;1.5;0.032;28.0;112.0;0.9914;3.25;0.55;11.4;7;15
0.32;14.5;0.038;6.0;79.0;0.99412;3.14;0.34;12.5;5;3232
0.35;1.4;0.05;8.0;163.0;0.99244;3.24;0.42;10.7;5;2769
0.36;1.1;0.031;27.0;93.0;0.98884;3.23;0.34;13.2;8;3468
0.32;4.6;0.057;59.0;144.0;0.9956;3.55;0.44;9.4;7;920
0.29;14.8;0.024;22.0;142.0;0.99518;3.12;0.48;12.0;8;3029
0.56;8.2;0.044;37.0;181.0;0.998;2.87;0.68;9.5;6;1372
0.3;1.8;0.036;28.0;117.0;0.99269;3.24;0.48;11.0;6;2544
0.39;17.95;0.057;45.0;149.0;0.9999;3.21;0.36;8.6;5;38
0.37;14.3;0.063;48.0;191.0;0.9978;2.89;0.38;9.0;6;363
0.48;12.4;0.056;61.0;176.5;0.99803;2.97;0.52;8.8;5;3964
0.4;22.0;0.048;48.0;167.0;1.001;2.93;0.5;8.7;5;182
0.38;8.3;0.045;50.0;185.0;0.99578;3.15;0.5;9.5;6;3033
0.32;3.8;0.029;48.0;180.0;0.99011;3.15;0.34;12.0;6;2983
0.22;8.3;0.025;36.0;216.0;0.9964;3.33;0.6;9.6;6;1194
0.39;1.0;0.041;37.0;154.0;0.99093;3.08;0.43;11.9;5;2852
0.27;8.8;0.021;57.0;156.0;0.99442;3.08;0.38;11.0;7;3634
0.3;1.6;0.047;30.0;117.0;0.9931;3.17;0.48;10.1;6;1121
0.42;8.5;0.048;10.0;147.0;0.9974;3.32;0.46;9.5;6;2235
0.25;1.4;0.039;21.0;131.0;0.99114;3.2;0.45;11.2;7;2667
0.4;1.6;0.027;20.0;87.0;0.9911;3.15;0.48;11.9;6;3573
0.44;12.4;0.043;52.0;154.0;0.99452;3.04;0.33;12.0;6;3223
0.33;2.0;0.045;31.0;101.0;0.9931;3.42;0.55;11.4;5;1182
0.21;6.0;0.05;26.0;134.0;0.9939;3.08;0.54;9.8;6;4210
0.68;10.9;0.045;38.0;133.0;0.9978;3.0;0.36;8.7;5;614
0.24;1.3;0.053;66.0;150.0;0.9924;3.21;0.62;10.4;6;4809
0.49;6.6;0.036;49.0;172.0;0.9932;3.2;0.27;11.5;6;1466
0.51;11.8;0.044;62.0;163.0;0.9976;3.19;0.44;8.8;5;401
0.42;17.2;0.037;57.0;170.0;0.99884;3.26;0.57;9.4;6;3042
0.43;13.0;0.039;64.0;233.0;0.99745;3.08;0.38;8.9;5;934
0.41;19.35;0.07;67.0;207.0;1.00118;3.39;0.53;9.1;5;2419
0.37;1.5;0.049;28.0;129.0;0.99226;3.15;0.52;10.8;5;3891
0.27;5.0;0.038;33.0;166.0;0.99124;3.2;0.42;12.2;6;4428
0.35;15.8;0.042;55.0;158.0;0.99642;3.24;0.37;10.6;5;2641
0.24;17.8;0.047;42.0;111.0;0.99896;3.1;0.45;8.9;6;3880
0.31;2.8;0.038;41.0;114.0;0.99155;3.37;0.66;11.7;7;726
0.38;8.1;0.046;24.0;155.0;0.9956;3.33;0.59;10.2;6;826
0.24;1.2;0.034;17.0;121.0;0.9933;3.13;0.36;9.2;5;1521
0.47;1.4;0.051;59.0;210.0;0.99309;3.24;0.5;9.6;5;4652
0.4;1.3;0.041;81.0;147.0;0.9901;3.22;0.95;11.6;8;2930
0.4;1.2;0.027;36.0;121.0;0.992;3.12;0.38;10.7;6;136
0.24;6.2;0.048;31.0;228.0;0.9957;3.23;0.62;9.4;6;628
0.26;5.7;0.031;12.0;80.0;0.9923;3.25;0.38;10.8;5;334
0.38;14.9;0.032;60.0;181.0;0.9983;3.18;0.61;9.3;7;390
0.23;8.9;0.105;22.0;155.0;0.99692;3.01;0.58;9.5;5;4301
0.32;2.0;0.034;31.0;102.0;0.98952;3.16;0.56;12.3;6;4777
0.37;1.6;0.087;27.0;177.0;0.99438;3.09;0.5;9.8;5;3699
0.0;0.8;0.034;46.0;114.0;0.9932;3.19;0.34;9.2;4;1817
0.4;1.5;0.037;35.0;107.0;0.9917;3.46;0.5;11.4;6;400
0.24;12.1;0.046;51.0;172.0;0.998;3.35;0.45;9.5;5;710
0.34;1.4;0.035;13.0;102.0;0.9918;3.05;0.74;11.0;5;1039
0.26;4.6;0.031;26.0;120.0;0.99198;3.4;0.73;12.5;7;3853
0.28;11.25;0.032;31.0;87.0;0.9922;3.02;0.38;12.4;6;3359
0.26;4.4;0.063;63.0;206.0;0.994;3.27;0.52;9.8;4;46
0.49;2.0;0.059;10.0;112.0;0.9958;3.15;0.46;10.1;5;1561
0.28;1.4;0.037;36.0;83.0;0.99074;3.33;0.42;10.9;7;4703
0.5;10.4;0.043;61.0;132.0;0.99542;2.86;0.46;9.1;6;4746
0.34;12.0;0.053;55.0;177.0;0.9983;3.52;0.44;9.9;6;1112
0.36;1.4;0.032;13.0;145.0;0.99214;3.07;0.52;9.8;5;2513
0.42;7.1;0.045;41.0;169.0;0.9959;3.17;0.43;10.6;5;1223
0.34;14.8;0.057;46.0;173.0;0.99751;3.14;0.57;10.2;5;3921
0.34;19.8;0.04;12.0;67.0;0.9976;3.07;0.38;11.0;6;3023
0.43;11.75;0.045;53.0;198.0;0.9969;3.26;0.55;9.5;5;2421
0.49;14.5;0.06;50.0;170.0;0.9991;3.55;0.44;9.8;6;1508
0.3;10.4;0.045;44.0;174.0;0.9966;3.11;0.57;9.7;6;1750
0.46;1.5;0.05;56.0;189.0;0.99308;3.24;0.49;9.6;5;4740
0.18;2.3;0.05;22.0;145.0;0.99207;3.24;0.46;10.3;5;3956
0.21;7.1;0.04;35.0;162.0;0.9956;3.39;0.58;9.9;6;1799
0.4;1.3;0.047;12.0;139.0;0.9945;3.45;0.53;10.4;5;338
0.24;9.2;0.044;55.0;152.0;0.9961;3.31;0.38;9.4;5;215
0.23;2.0;0.029;13.0;151.0;0.9931;3.04;0.33;10.4;5;1341
0.4;4.2;0.035;17.0;109.0;0.9947;3.14;0.53;9.7;5;11
