fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;alcohol;quality;taste
6.2;0.3;0.32;1.3;0.054;27.0;183.0;10.1;5;4203
8.3;0.26;0.41;9.2;0.042;41.0;162.0;12.0;7;1371
6.0;0.26;0.29;3.1;0.041;37.0;144.0;12.8;7;3997
6.8;0.32;0.37;3.4;0.023;19.0;87.0;12.7;6;1236
6.7;0.25;0.33;2.9;0.057;52.0;173.0;9.5;7;927
6.0;0.29;0.41;10.8;0.048;55.0;149.0;10.9666666666667;7;4656
8.3;0.26;0.31;2.0;0.029;14.0;141.0;12.2;6;2348
8.1;0.25;0.34;10.1;0.05;30.0;121.0;10.1;6;2360
6.5;0.37;0.3;2.2;0.033;39.0;107.0;13.5;7;2796
8.2;0.23;0.4;1.2;0.027;36.0;121.0;10.7;6;136
5.8;0.33;0.23;5.0;0.053;29.0;106.0;9.0;5;3217
6.2;0.23;0.36;17.2;0.039;37.0;130.0;8.8;6;3146
6.3;0.3;0.28;5.0;0.042;36.0;168.0;9.5;6;764
6.6;0.41;0.27;10.7;0.11;20.0;103.0;9.0;6;4095
7.1;0.45;0.24;2.7;0.04;24.0;87.0;13.4;8;4195
7.0;0.32;0.31;6.4;0.031;38.0;115.0;12.2;7;2299
6.6;0.26;0.46;6.9;0.047;59.0;183.0;9.3;5;2906
7.4;0.19;0.3;12.8;0.053;48.5;229.0;9.1;7;2168
6.7;0.17;0.37;2.0;0.039;34.0;125.0;10.8;7;689
6.3;0.21;0.4;1.7;0.031;48.0;134.0;11.5;6;1208
6.9;0.17;0.22;4.6;0.064;55.0;152.0;9.3;6;1725
6.6;0.38;0.28;2.8;0.043;17.0;67.0;13.2;6;4431
6.9;0.39;0.22;4.3;0.03;10.0;102.0;11.6;4;1293
5.4;0.15;0.32;2.5;0.037;10.0;51.0;12.6;6;4006
6.5;0.26;0.31;1.3;0.034;59.0;145.0;12.4;6;3663
5.9;0.25;0.27;1.5;0.029;37.0;81.0;12.2;6;4028
6.5;0.27;0.19;6.6;0.045;98.0;175.0;10.1;6;3871
6.2;0.22;0.3;12.4;0.054;108.0;152.0;9.5;6;3869
6.3;0.23;0.3;1.8;0.033;16.0;91.0;11.8;6;335
5.6;0.295;0.2;2.2;0.049;18.0;134.0;10.0;5;2306
6.2;0.26;0.2;8.0;0.047;35.0;111.0;10.4;6;4799
7.6;0.13;0.34;9.3;0.062;40.0;126.0;9.6;5;1909
5.9;0.28;0.39;1.4;0.031;47.0;147.0;12.9;7;3118
6.9;0.4;0.17;12.9;0.033;59.0;186.0;9.4;5;3767
7.1;0.37;0.3;6.2;0.04;49.0;139.0;13.6;6;3910
6.3;0.6;0.44;11.0;0.05;50.0;245.0;9.3;4;1029
6.3;0.21;0.33;13.9;0.046;68.0;179.0;10.4;6;642
6.7;0.13;0.28;1.2;0.046;35.0;140.0;10.1;7;1365
7.1;0.36;0.4;1.95;0.033;26.0;118.0;13.5;7;2917
6.5;0.27;0.4;10.0;0.039;74.0;227.0;9.4;5;2576
6.8;0.26;0.33;1.5;0.047;44.0;167.0;10.5;6;1327
9.2;0.34;0.27;1.2;0.026;17.0;73.0;10.8;5;847
6.0;0.26;0.5;2.2;0.048;59.0;153.0;9.8;5;567
5.9;0.32;0.33;2.1;0.027;35.0;138.0;12.7;6;2878
6.6;0.28;0.09;10.9;0.051;37.0;131.0;9.5;6;4806
8.0;0.3;0.49;9.4;0.046;47.0;188.0;10.0;5;1492
6.7;0.3;0.5;12.1;0.045;38.0;127.0;8.9;6;4782
6.1;0.24;0.27;11.5;0.05;51.0;133.0;10.8;6;4306
6.1;0.25;0.49;7.6;0.052;67.0;226.0;8.9;5;1439
7.5;0.31;0.51;14.8;0.039;62.0;204.0;9.5;5;697
6.7;0.15;0.29;5.0;0.058;28.0;105.0;10.2;7;945
6.6;0.25;0.3;14.4;0.052;40.0;183.0;9.1;6;733
6.7;0.16;0.32;12.5;0.035;18.0;156.0;9.0;6;4689
7.3;0.18;0.29;1.2;0.044;12.0;143.0;11.3;7;1388
7.3;0.25;0.41;1.8;0.037;52.0;165.0;12.2;7;1253
7.0;0.29;0.33;0.9;0.041;20.0;117.0;11.4;5;3617
7.3;0.2;0.37;1.2;0.037;48.0;119.0;10.9;6;591
5.9;0.3;0.47;7.85;0.03;19.0;133.0;11.5;7;318
5.8;0.28;0.35;2.3;0.053;36.0;114.0;10.2;4;204
5.9;0.15;0.31;5.8;0.041;53.0;155.0;10.5;6;291
7.4;0.29;0.48;12.8;0.037;61.5;182.0;8.8;5;3786
6.4;0.25;0.33;1.7;0.037;35.0;113.0;10.6;6;4177
6.7;0.14;0.46;1.6;0.036;15.0;92.0;10.9;5;3032
6.0;0.2;0.26;6.8;0.049;22.0;93.0;11.0;6;4285
6.0;0.3;0.44;1.5;0.046;15.0;182.0;10.4;5;721
6.7;0.41;0.34;9.2;0.049;29.0;150.0;9.1;5;114
5.7;0.23;0.25;7.95;0.042;16.0;108.0;10.3;6;3936
7.0;0.22;0.28;1.5;0.037;29.0;115.0;10.5;6;477
7.8;0.3;0.74;1.8;0.033;33.0;156.0;12.8;6;1560
7.1;0.24;0.41;17.8;0.046;39.0;145.0;8.7;5;229
6.5;0.36;0.49;2.9;0.03;16.0;94.0;12.1;7;1432
7.3;0.2;0.44;1.4;0.045;21.0;98.0;10.0;7;377
6.7;0.24;0.46;2.2;0.033;19.0;111.0;11.9;6;3110
7.0;0.31;0.29;1.4;0.037;33.0;128.0;12.2;7;893
7.6;0.27;0.42;2.6;0.044;29.0;110.0;12.7;6;2190
7.5;0.32;0.26;1.8;0.042;13.0;133.0;9.5;5;956
5.5;0.14;0.27;4.6;0.029;22.0;104.0;9.0;5;2038
6.9;0.33;0.31;7.7;0.04;29.0;135.0;12.3;5;3776
8.0;0.13;0.25;1.1;0.033;15.0;86.0;11.2;8;2663
6.5;0.23;0.38;1.3;0.032;29.0;112.0;9.7;5;4892
7.5;0.33;0.39;12.4;0.065;29.0;119.0;9.4;5;1808
6.5;0.22;0.32;2.2;0.028;36.0;92.0;11.9;7;2912
7.8;0.25;0.28;7.2;0.04;46.0;179.0;10.1;6;2715
8.2;0.24;0.3;2.3;0.05;23.0;106.0;10.0;5;2415
6.3;0.26;0.25;7.8;0.058;44.0;166.0;9.0;5;645
6.9;0.19;0.35;6.9;0.045;51.0;125.0;10.7;7;3381
5.4;0.31;0.47;3.0;0.053;46.0;144.0;10.0;5;343
8.3;0.14;0.45;1.5;0.039;18.0;98.0;11.0;6;776
5.8;0.23;0.21;1.5;0.044;21.0;110.0;11.0;6;4078
7.8;0.19;0.32;7.4;0.015;47.0;124.0;11.0;6;3755
6.2;0.22;0.28;2.2;0.04;24.0;125.0;10.5;6;4423
8.0;0.22;0.42;14.6;0.044;45.0;163.0;8.6;7;1267
7.0;0.2;0.4;1.1;0.058;30.0;93.0;9.2;6;4086
8.5;0.16;0.35;1.6;0.039;24.0;147.0;10.0;5;947
6.9;0.24;0.39;1.3;0.063;18.0;136.0;10.4;7;1003
5.3;0.36;0.27;6.3;0.028;40.0;132.0;11.6;6;3525
6.9;0.32;0.26;2.3;0.03;11.0;103.0;11.1;6;2562
7.3;0.36;0.54;13.3;0.054;63.0;193.0;8.6;4;3872
6.1;0.27;0.43;7.5;0.049;65.0;243.0;9.0;5;91
8.3;0.2;0.35;0.9;0.05;12.0;74.0;10.5;6;301
7.1;0.21;0.27;8.6;0.056;26.0;111.0;9.5;5;460
6.9;0.38;0.29;13.65;0.048;52.0;189.0;9.5;6;3335
7.7;0.34;0.28;11.0;0.04;31.0;117.0;9.2;6;786
7.0;0.15;0.28;14.7;0.051;29.0;149.0;9.0;7;3744
7.4;0.22;0.26;1.2;0.035;18.0;97.0;9.7;6;4875
6.4;0.18;0.31;1.6;0.049;36.0;127.0;10.4;7;1852
7.0;0.18;0.49;5.3;0.04;34.0;125.0;12.2;6;1443
7.3;0.22;0.4;14.75;0.042;44.5;129.5;9.1;7;1193
7.6;0.2;0.26;4.5;0.086;37.0;133.0;9.2;5;1972
7.3;0.26;0.33;17.85;0.049;41.5;195.0;9.1;7;1687
7.4;0.25;0.37;2.6;0.05;24.0;132.0;11.2;6;3920
6.6;0.13;0.3;4.9;0.058;47.0;131.0;10.3;6;976
7.8;0.2;0.2;1.4;0.036;25.0;83.0;11.7;6;3488
5.8;0.19;0.25;10.8;0.042;33.0;124.0;9.2;6;3031
7.0;0.22;0.39;2.1;0.055;39.0;198.0;10.2;6;2077
5.9;0.445;0.26;1.4;0.027;23.0;109.0;10.5;6;2630
6.9;0.19;0.38;1.15;0.023;30.0;105.0;11.4;5;4030
7.6;0.29;0.29;4.4;0.051;26.0;146.0;10.2;5;2067
6.1;0.17;0.28;2.5;0.028;22.0;98.0;11.1;7;3761
4.6;0.445;0.0;1.4;0.053;11.0;178.0;10.2;5;2321
8.6;0.23;0.46;1.0;0.054;9.0;72.0;9.1;6;73
7.8;0.21;0.27;1.2;0.051;20.0;89.0;9.1;5;428
5.4;0.53;0.16;2.7;0.036;34.0;128.0;13.2;8;3659
7.8;0.17;0.5;1.3;0.045;35.0;140.0;12.0;6;3142
5.2;0.44;0.04;1.4;0.036;43.0;119.0;12.1;8;158
5.3;0.165;0.24;1.1;0.051;25.0;105.0;9.1;5;1422
5.9;0.54;0.0;0.8;0.032;12.0;82.0;8.8;5;4877
5.8;0.32;0.28;4.3;0.032;46.0;115.0;13.0;8;3660
6.3;0.34;0.29;6.2;0.046;29.0;227.0;10.1;6;1079
7.3;0.25;0.36;13.1;0.05;35.0;200.0;8.9;7;1408
6.7;0.24;0.32;9.0;0.023;20.0;109.0;12.6;6;3846
6.7;0.28;0.34;8.9;0.048;32.0;111.0;11.0;7;3996
6.9;0.615;0.42;12.0;0.067;24.0;131.0;9.3;5;2738
7.3;0.205;0.31;1.7;0.06;34.0;110.0;10.5;6;834
6.5;0.18;0.41;14.2;0.039;47.0;129.0;10.3;7;2616
6.6;0.2;0.14;4.4;0.184;35.0;168.0;9.4;6;3288
7.5;0.18;0.72;9.6;0.039;53.0;151.0;8.9;5;2807
8.5;0.21;0.26;9.25;0.034;73.0;142.0;11.4;6;1785
6.9;0.29;0.4;19.45;0.043;36.0;156.0;8.9;5;261
6.0;0.24;0.33;2.5;0.026;31.0;85.0;11.3;7;3035
6.4;0.25;0.32;11.3;0.038;69.0;192.0;10.2;6;2932
7.1;0.28;0.26;1.9;0.049;12.0;86.0;9.4;5;660
7.1;0.21;0.33;1.2;0.039;34.0;97.0;11.2;6;4387
5.7;0.21;0.25;1.1;0.035;26.0;81.0;11.4;6;2903
5.2;0.285;0.29;5.15;0.035;64.0;138.0;12.4;8;2890
8.0;0.25;0.13;17.2;0.036;49.0;219.0;9.7;5;1950
6.7;0.25;0.74;19.4;0.054;44.0;169.0;9.8;6;1487
6.4;0.25;0.74;7.8;0.045;52.0;209.0;9.2;6;1584
7.1;0.24;0.34;1.2;0.045;6.0;132.0;11.2;4;4774
7.3;0.25;0.27;3.8;0.047;16.0;79.0;11.3;6;4088
7.2;0.24;0.29;3.0;0.036;17.0;117.0;10.1;6;2425
7.8;0.49;0.49;7.0;0.043;29.0;149.0;10.0;5;1636
5.8;0.315;0.27;1.55;0.026;15.0;70.0;11.9;8;2753
8.0;0.19;0.3;2.0;0.053;48.0;140.0;9.6;6;1876
5.6;0.19;0.47;4.5;0.03;19.0;112.0;11.2;6;529
6.6;0.35;0.26;2.7;0.045;19.0;129.0;13.0;7;4458
6.1;0.28;0.32;2.5;0.042;23.0;218.5;9.8;5;436
6.7;0.14;0.51;4.3;0.028;57.0;124.0;10.7;7;3100
7.4;0.14;0.3;1.3;0.033;25.0;91.0;10.6;6;2277
5.9;0.26;0.25;12.5;0.034;38.0;152.0;9.4;5;743
7.1;0.17;0.4;14.55;0.047;47.0;156.0;9.1;6;3426
6.9;0.35;0.55;11.95;0.038;22.0;111.0;9.7;5;2326
6.8;0.14;0.18;1.4;0.047;30.0;90.0;11.2;6;3611
8.6;0.27;0.46;6.1;0.032;13.0;41.0;10.9;5;705
7.9;0.33;0.28;31.6;0.053;35.0;176.0;8.8;6;1653
6.4;0.15;0.29;1.8;0.044;21.0;115.0;10.2;5;3270
6.4;0.27;0.29;10.8;0.028;17.0;118.0;11.2;6;2765
6.6;0.35;0.29;14.4;0.044;54.0;177.0;8.9;6;1918
8.0;0.24;0.48;6.8;0.047;13.0;134.0;10.0;5;3452
6.6;0.24;0.33;10.1;0.032;8.0;81.0;9.8;6;4869
7.0;0.32;0.29;7.6;0.025;35.0;124.0;12.8;7;3976
7.1;0.26;0.34;14.4;0.067;35.0;189.0;9.1;7;651
8.1;0.3;0.49;8.1;0.037;26.0;174.0;11.2;7;1531
6.5;0.28;0.27;5.2;0.04;44.0;179.0;9.4;6;569
8.1;0.43;0.42;6.6;0.033;36.0;141.0;13.3;7;1242
6.4;0.32;0.5;10.7;0.047;57.0;206.0;9.4;5;674
6.5;0.24;0.28;1.1;0.034;26.0;83.0;12.3;6;3435
7.2;0.24;0.19;7.7;0.045;53.0;176.0;9.5;5;2091
5.6;0.35;0.4;6.3;0.022;23.0;174.0;11.6;7;2471
7.3;0.28;0.43;1.7;0.08;21.0;123.0;12.8;5;35
7.6;0.19;0.41;1.1;0.04;38.0;143.0;11.4;5;1364
6.9;0.24;0.37;6.1;0.027;38.0;112.0;12.4;6;3046
7.9;0.35;0.36;1.6;0.038;11.0;124.0;11.0;5;2034
10.3;0.17;0.47;1.4;0.037;5.0;33.0;9.6;3;873
7.7;0.18;0.3;1.2;0.046;49.0;199.0;9.3;5;2913
7.5;0.42;0.19;6.9;0.041;62.0;150.0;10.0;6;2295
6.8;0.36;0.32;1.6;0.039;10.0;124.0;9.6;5;2080
7.7;0.11;0.34;14.05;0.04;41.0;114.0;11.0;7;2960
6.7;0.31;0.3;2.4;0.038;30.0;83.0;12.8;7;3922
7.5;0.21;0.34;1.2;0.06;26.0;111.0;10.7;6;1058
7.3;0.27;0.39;6.7;0.064;28.0;188.0;9.7;5;1211
7.6;0.37;0.51;11.7;0.094;58.0;181.0;9.0;5;3873
6.0;0.495;0.27;5.0;0.157;17.0;129.0;9.3;5;2359
6.6;0.21;0.29;1.8;0.026;35.0;128.0;11.2;6;2684
5.6;0.695;0.06;6.8;0.042;9.0;84.0;10.2;5;4650
6.7;0.16;0.32;12.5;0.035;18.0;156.0;9.0;6;4687
6.4;0.16;0.31;5.3;0.043;42.0;157.0;10.5;5;728
6.3;0.255;0.37;1.1;0.04;37.0;114.0;10.9;6;145
6.8;0.34;0.1;1.4;0.049;29.0;118.0;9.5;5;2469
7.0;0.36;0.3;5.0;0.04;40.0;143.0;12.2;7;2305
8.4;0.35;0.71;12.2;0.046;22.0;160.0;9.4;5;556
6.6;0.78;0.5;1.5;0.045;30.0;133.0;11.7;5;3097
6.4;0.31;0.31;12.9;0.045;55.0;161.0;10.2;5;4788
6.3;0.14;0.39;1.2;0.044;26.0;116.0;10.3;6;408
7.6;0.25;1.23;4.6;0.035;51.0;294.0;13.1;6;3152
9.7;0.24;0.49;4.9;0.032;3.0;18.0;10.0;6;3095
6.6;0.33;0.24;16.05;0.045;31.0;147.0;9.2;5;2459
7.4;0.27;0.31;2.4;0.014;15.0;143.0;12.0;4;3770
6.8;0.27;0.37;8.2;0.055;52.0;192.0;9.5;6;3227
6.2;0.24;0.25;12.5;0.055;47.0;134.0;9.0;5;3748
8.1;0.31;0.36;8.2;0.028;29.0;142.0;13.0;7;1952
7.2;0.32;0.33;1.4;0.029;29.0;109.0;12.8;7;1288
8.1;0.4;0.32;7.9;0.031;23.0;118.0;13.3;7;2420
6.5;0.33;0.32;1.0;0.041;39.0;120.0;12.2;6;4683
7.3;0.26;0.53;12.7;0.047;60.5;164.5;9.1;6;4529
7.9;0.22;0.38;8.0;0.043;46.0;152.0;11.5;7;150
6.7;0.11;0.26;14.8;0.053;44.0;95.0;9.8;6;4250
4.7;0.335;0.14;1.3;0.036;69.0;168.0;10.5;5;4679
6.1;0.37;0.46;12.0;0.042;61.0;210.0;9.7;6;4557
6.4;0.21;0.3;5.6;0.044;43.0;160.0;10.6;6;1834
6.8;0.2;0.27;1.2;0.034;19.0;68.0;11.7;4;2116
6.9;0.26;0.38;10.5;0.044;33.0;139.0;10.3;6;4204
6.8;0.28;0.4;22.0;0.048;48.0;167.0;8.7;5;182
7.2;0.21;0.37;1.6;0.049;23.0;94.0;10.9;7;1044
6.1;0.4;0.18;9.0;0.051;28.5;259.0;8.8;5;4514
6.1;0.37;0.2;7.6;0.031;49.0;170.0;9.5;5;2910
6.5;0.52;0.17;1.4;0.047;5.0;26.0;10.0;4;1114
7.2;0.27;0.46;18.75;0.052;45.0;255.0;8.9;5;111
6.6;0.32;0.22;16.7;0.046;38.0;133.0;10.4;6;2019
7.0;0.24;0.47;1.3;0.043;18.0;131.0;11.0;6;4821
7.2;0.47;0.16;5.9;0.048;14.0;125.0;9.8;5;4439
6.6;0.22;0.23;17.3;0.047;37.0;118.0;8.8;6;4418
6.4;0.24;0.26;8.2;0.054;47.0;182.0;9.5;5;4330
6.0;0.16;0.3;6.7;0.043;43.0;153.0;10.6;5;2099
6.8;0.28;0.44;11.5;0.04;58.0;223.0;9.5;5;2060
5.9;0.25;0.25;11.3;0.052;30.0;165.0;9.5;6;682
7.9;0.21;0.39;2.0;0.057;21.0;138.0;10.9;5;3798
6.1;0.38;0.14;3.9;0.06;27.0;113.0;9.2;4;4222
7.6;0.48;0.33;7.0;0.024;14.0;130.0;12.5;7;2355
6.5;0.16;0.33;4.8;0.043;45.0;114.0;11.2;6;3134
8.3;0.28;0.27;17.5;0.045;48.0;253.0;9.1;6;2434
6.9;0.22;0.43;6.4;0.042;34.0;115.0;10.8;6;3138
6.6;0.26;0.22;18.15;0.05;23.0;139.0;9.2;5;3718
7.6;0.23;0.34;1.6;0.043;24.0;129.0;10.4;5;3121
6.0;0.16;0.22;1.6;0.042;36.0;106.0;11.4;6;3443
8.6;0.31;0.3;0.9;0.045;16.0;109.0;10.1;5;3924
6.9;0.44;0.27;5.0;0.038;33.0;166.0;12.2;6;4428
7.6;0.29;0.58;17.5;0.041;51.0;225.0;9.5;6;694
6.7;0.28;0.31;7.4;0.041;7.0;81.0;11.4;8;3489
7.2;0.6;0.2;9.9;0.07;21.0;174.0;9.1;5;450
5.2;0.37;0.33;1.2;0.028;13.0;81.0;11.7;6;1328
6.4;0.3;0.45;3.5;0.197;76.0;180.0;9.1;6;195
6.8;0.41;0.3;8.8;0.045;28.0;131.0;9.9;5;3816
6.2;0.66;0.48;1.2;0.029;29.0;75.0;12.8;8;17
6.7;0.62;0.24;1.1;0.039;6.0;62.0;10.4;5;1496
6.9;0.21;0.81;1.1;0.137;52.0;123.0;9.2;6;1051
6.8;0.51;0.3;4.2;0.066;38.0;165.0;9.1;5;564
6.0;0.22;0.33;12.2;0.033;25.0;97.0;11.3;7;3357
6.6;0.19;0.99;1.2;0.122;45.0;129.0;8.7;6;1551
5.9;0.26;0.21;12.5;0.034;36.0;152.0;9.5;6;964
5.9;0.24;0.28;1.3;0.032;36.0;95.0;12.9;7;3312
7.8;0.27;0.58;11.2;0.036;44.0;161.0;8.9;6;800
7.4;0.32;0.27;12.9;0.04;60.0;221.0;9.4;5;2358
7.1;0.32;0.32;11.0;0.038;16.0;66.0;11.5;3;445
6.4;0.17;0.27;6.7;0.036;88.0;223.0;10.2;6;1257
6.6;0.23;0.27;5.6;0.043;43.0;164.0;9.5;5;2072
6.2;0.25;0.44;15.8;0.057;39.0;167.0;9.2;5;4390
6.6;0.32;0.47;15.6;0.063;27.0;173.0;9.0;5;3928
6.4;0.1;0.35;4.9;0.048;31.0;103.0;9.7;6;530
7.4;0.31;0.26;8.6;0.048;47.0;206.0;9.1;5;4131
6.6;0.33;0.24;16.05;0.045;31.0;147.0;9.2;5;2460
7.4;0.38;0.34;8.3;0.052;44.0;168.0;9.2;5;4326
7.3;0.4;0.28;6.5;0.037;26.0;97.0;12.6;7;2293
7.2;0.16;0.26;7.1;0.054;41.0;224.0;10.1;5;2135
6.9;0.15;0.29;2.3;0.033;14.0;82.0;11.2;7;2838
5.2;0.21;0.31;1.7;0.048;17.0;61.0;12.0;7;4773
6.2;0.29;0.23;12.4;0.048;33.0;201.0;9.9;6;4228
5.8;0.3;0.38;4.9;0.039;22.0;86.0;13.1;7;4411
7.1;0.27;0.27;10.4;0.041;26.0;114.0;11.5;7;4412
8.0;0.66;0.72;17.55;0.042;62.0;233.0;9.4;4;1245
6.7;0.24;0.29;14.9;0.053;55.0;136.0;9.0;5;2850
5.4;0.46;0.15;2.1;0.026;29.0;130.0;13.4;8;3764
5.6;0.25;0.26;3.6;0.037;18.0;115.0;12.6;6;704
8.7;0.31;0.73;14.35;0.044;27.0;191.0;8.7;5;2634
6.7;0.46;0.18;2.4;0.034;25.0;98.0;12.6;7;167
4.7;0.785;0.0;3.4;0.036;23.0;134.0;13.8;6;4792
5.8;0.36;0.5;1.0;0.127;63.0;178.0;9.7;5;4813
7.1;0.14;0.33;1.0;0.104;20.0;54.0;11.5;6;3215
7.5;0.26;0.3;4.6;0.027;29.0;92.0;12.0;7;2720
7.4;0.16;0.3;13.7;0.056;33.0;168.0;8.7;7;4157
7.6;0.2;0.3;14.2;0.056;53.0;212.5;8.9;8;1980
6.0;0.3;0.33;2.1;0.042;31.0;127.0;12.5;6;3946
7.1;0.34;0.49;1.5;0.027;26.0;126.0;12.2;7;1562
6.6;0.295;0.24;1.6;0.039;29.0;140.0;10.4;7;3601
7.5;0.33;0.38;8.7;0.126;49.0;199.0;9.4;5;3049
6.4;0.2;0.15;6.6;0.046;26.0;113.0;9.9;6;3943
5.5;0.3;0.25;1.9;0.029;33.0;118.0;12.5;6;4738
6.3;0.19;0.29;5.5;0.042;44.0;189.0;10.3;6;3397
6.8;0.24;0.34;2.7;0.047;64.5;218.5;9.7;6;243
6.3;0.2;0.58;1.4;0.204;15.0;97.0;10.0;6;1925
6.8;0.22;0.31;1.4;0.053;34.0;114.0;10.6;6;80
6.6;0.28;0.34;0.8;0.037;42.0;119.0;12.5;6;2995
6.4;0.27;0.29;3.9;0.034;62.0;140.0;11.1;6;4241
7.0;0.57;0.1;8.3;0.094;23.0;188.0;9.2;4;662
7.6;0.17;0.45;11.2;0.054;56.0;137.0;10.0;5;349
7.1;0.85;0.49;8.7;0.028;40.0;184.0;10.7;5;1476
7.3;0.16;0.35;1.5;0.036;29.0;108.0;10.2;6;2527
7.0;0.36;0.35;2.5;0.048;67.0;161.0;11.1;6;4848
7.0;0.15;0.28;14.7;0.051;29.0;149.0;9.0;7;3745
6.1;0.27;0.31;1.5;0.035;17.0;83.0;11.1;7;2477
6.3;0.43;0.32;8.8;0.042;18.0;106.0;12.9;7;3815
7.3;0.815;0.09;11.4;0.044;45.0;204.0;9.0;5;2417
6.6;0.24;0.22;12.3;0.051;35.0;146.0;9.4;5;4399
6.4;0.45;0.07;1.1;0.03;10.0;131.0;10.8;5;593
6.6;0.28;0.36;1.7;0.038;22.0;101.0;11.6;6;671
8.5;0.3;0.28;3.1;0.054;54.0;174.0;9.4;6;2504
7.0;0.13;0.37;12.85;0.042;36.0;105.0;10.7;6;3016
7.3;0.25;0.36;2.1;0.034;30.0;177.0;11.9;8;836
6.3;0.41;0.22;7.3;0.035;23.0;117.0;11.94;7;4314
6.3;0.2;0.4;1.5;0.037;35.0;107.0;11.4;6;397
7.2;0.14;0.35;1.2;0.036;15.0;73.0;9.9;5;1264
7.9;0.2;0.34;1.2;0.04;29.0;118.0;10.6;6;1409
8.2;0.27;0.39;7.8;0.039;49.0;208.0;9.5;6;232
6.6;0.38;0.29;2.9;0.035;15.0;101.0;12.5;6;4453
7.5;0.27;0.31;5.8;0.057;131.0;313.0;10.5;5;325
6.8;0.21;0.36;18.1;0.046;32.0;133.0;8.8;5;2497
9.2;0.23;0.3;1.1;0.031;40.0;99.0;10.4;6;1730
6.3;0.48;0.48;1.8;0.035;35.0;96.0;12.2;6;4726
7.2;0.23;0.38;6.1;0.067;20.0;90.0;9.7;5;2234
6.9;0.25;0.26;5.2;0.024;36.0;135.0;10.7;7;1191
6.7;0.41;0.24;5.4;0.035;33.0;115.0;12.8933333333333;7;4319
7.9;0.36;0.53;12.9;0.049;63.0;139.0;9.1;5;4198
7.3;0.22;0.49;9.9;0.031;48.0;161.0;11.2;6;1513
6.8;0.26;0.4;7.5;0.046;45.0;179.0;9.3;5;2669
6.7;0.31;0.33;2.0;0.033;12.0;74.0;12.5;6;4485
7.3;0.19;0.27;13.9;0.057;45.0;155.0;8.8;8;4335
8.3;0.16;0.37;7.9;0.025;38.0;107.0;11.9;6;3181
7.1;0.31;0.38;1.2;0.036;10.0;124.0;9.9;6;1669
8.2;0.36;0.29;7.6;0.035;37.0;122.0;12.0;5;1788
6.2;0.3;0.21;1.1;0.032;31.0;111.0;12.2;6;3366
6.7;0.24;0.26;12.6;0.053;44.0;182.0;9.7;5;2363
5.8;0.28;0.3;1.5;0.026;31.0;114.0;12.5;7;3190
6.0;0.36;0.32;1.1;0.053;26.0;173.0;8.8;5;4692
7.4;0.2;0.37;1.2;0.028;28.0;89.0;11.8;6;2640
8.0;0.57;0.39;3.9;0.034;22.0;122.0;12.8;7;1350
6.8;0.24;0.35;6.4;0.048;44.0;172.0;10.5;7;1854
6.7;0.18;0.28;10.2;0.039;29.0;115.0;10.9;7;3000
6.6;0.39;0.28;9.2;0.036;10.0;92.0;12.1;6;4232
7.1;0.2;0.3;0.9;0.019;4.0;28.0;12.0;6;2605
6.3;0.2;0.4;1.5;0.037;35.0;107.0;11.4;6;400
6.8;0.39;0.35;11.6;0.044;57.0;220.0;9.3;5;802
6.4;0.18;0.74;11.9;0.046;54.0;168.0;10.1;5;1578
6.5;0.22;0.32;2.2;0.028;36.0;92.0;11.9;7;2901
8.3;0.21;0.49;19.8;0.054;50.0;231.0;9.2;5;1454
6.0;0.17;0.33;6.0;0.036;30.0;111.0;10.15;7;4668
8.3;0.19;0.49;1.2;0.051;11.0;137.0;11.0;6;1463
6.2;0.29;0.26;13.1;0.046;55.0;204.0;9.6;6;807
7.5;0.38;0.33;9.2;0.043;19.0;116.0;11.4;6;4857
6.7;0.23;0.17;1.3;0.061;14.0;100.0;9.5;5;4509
7.2;0.18;0.41;1.2;0.048;41.0;97.0;10.4;5;153
8.1;0.27;0.35;1.7;0.03;38.0;103.0;10.4;8;860
6.6;0.23;0.26;1.3;0.045;16.0;128.0;10.0;6;1416
7.2;0.33;0.22;4.5;0.031;10.0;73.0;12.2;7;3646
6.1;0.23;0.45;10.6;0.094;49.0;169.0;8.8;5;2242
5.4;0.18;0.24;4.8;0.041;30.0;113.0;9.4;6;798
6.3;0.39;0.24;6.9;0.069;9.0;117.0;10.2;4;1405
9.4;0.24;0.29;8.5;0.037;124.0;208.0;11.0;3;3307
6.4;0.24;0.26;8.2;0.054;47.0;182.0;9.5;5;4327
6.2;0.3;0.17;2.8;0.04;24.0;125.0;9.0;5;815
6.9;0.44;0.42;8.5;0.048;10.0;147.0;9.5;6;2235
7.4;0.19;0.49;9.3;0.03;26.0;132.0;11.0;7;1514
5.2;0.3;0.34;1.5;0.038;18.0;96.0;13.0;8;4765
5.8;0.21;0.32;1.6;0.045;38.0;95.0;12.4;8;2873
6.4;0.28;0.44;7.1;0.048;49.0;179.0;9.2;5;3531
7.1;0.17;0.38;7.4;0.052;49.0;182.0;9.6;6;664
6.2;0.25;0.28;8.5;0.035;28.0;108.0;10.4;6;2272
6.9;0.39;0.4;4.6;0.022;5.0;19.0;12.6;3;740
5.9;0.25;0.19;12.4;0.047;50.0;162.0;9.5;5;462
